Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,Serious,Total Tests,Population,continent,Density,day
China,185035.0,2742.0,4641.0,3.0,151407.0,1637.0,28987.0,71.0,160000000.0,1439323776.0,Asia,149.2199,18-04-2022
USA,82383494.0,26881.0,1015821.0,109.0,80244093.0,41383.0,1123580.0,1438.0,996639125.0,334485290.0,North America,36.0,18-04-2022
India,43045527.0,1247.0,521996.0,31.0,42511701.0,928.0,11830.0,698.0,832104846.0,1404347026.0,Asia,427.8611,18-04-2022
Brazil,30261088.0,8470.0,662076.0,65.0,29262483.0,35432.0,336529.0,8318.0,63776166.0,215270453.0,South America,25.2888,18-04-2022
France,27790834.0,19810.0,144205.0,48.0,25132351.0,217445.0,2514278.0,1541.0,260504402.0,65532665.0,Europe,118.8782,18-04-2022
Germany,23457596.0,19303.0,133437.0,8.0,20085800.0,205500.0,3238359.0,1980.0,122332384.0,84264628.0,Europe,234.893,18-04-2022
UK,21845098.0,18846.0,171781.0,97.0,20306336.0,109212.0,1366981.0,355.0,512140269.0,68525857.0,Europe,281.0,18-04-2022
Russia,18084151.0,9434.0,373713.0,213.0,17390465.0,14324.0,319973.0,2300.0,273400000.0,146046737.0,Europe,8.5275,18-04-2022
S. Korea,16353495.0,47743.0,21224.0,132.0,627278.0,0.0,15704993.0,850.0,15804065.0,51348351.0,Asia,527.0,18-04-2022
Italy,15730788.0,18492.0,161766.0,79.0,14352067.0,27704.0,1216955.0,411.0,209276026.0,60302314.0,Europe,199.9853,18-04-2022
Turkey,14999479.0,4542.0,98587.0,19.0,14763876.0,15624.0,137016.0,975.0,157348707.0,85967295.0,Asia,109.1962,18-04-2022
Spain,11726222.0,10668.0,103656.0,65.0,11206990.0,14381.0,415576.0,368.0,471036328.0,46787271.0,Europe,92.3318,18-04-2022
Vietnam,10475819.0,12012.0,42957.0,13.0,8941064.0,4218.0,1491798.0,1008.0,85703689.0,98909959.0,Asia,298.7619,18-04-2022
Argentina,9060923.0,0.0,128344.0,0.0,8895999.0,0.0,36580.0,412.0,35716069.0,45939873.0,South America,16.5481,18-04-2022
Netherlands,8023984.0,2075.0,22163.0,7.0,7412962.0,54216.0,588859.0,113.0,21107399.0,17202898.0,Europe,411.2652,18-04-2022
Japan,7374251.0,39899.0,29023.0,31.0,6829906.0,44328.0,515322.0,222.0,45700624.0,125781818.0,Asia,332.2966,18-04-2022
Iran,7208968.0,2009.0,140854.0,25.0,6948946.0,3102.0,119168.0,1307.0,50079995.0,85921663.0,Asia,52.1921,18-04-2022
Colombia,6089791.0,129.0,139751.0,2.0,5923287.0,220.0,26753.0,342.0,34265772.0,51855927.0,South America,45.1175,18-04-2022
Indonesia,6040432.0,559.0,155903.0,37.0,5833560.0,7831.0,50969.0,2771.0,94216598.0,278712873.0,Asia,146.5605,18-04-2022
Poland,5985514.0,263.0,115838.0,0.0,5334099.0,8.0,535577.0,268.0,35948483.0,37772240.0,Europe,120.6982,18-04-2022
Mexico,5727668.0,1000.0,323944.0,6.0,5028436.0,683.0,375288.0,4798.0,15714867.0,131363136.0,North America,66.9744,18-04-2022
Australia,5419380.0,34270.0,6786.0,9.0,5017584.0,48476.0,395010.0,138.0,68335670.0,26030697.0,Australia/Oceania,3.3891,18-04-2022
Ukraine,4993164.0,304.0,108256.0,3.0,968880.0,0.0,3916028.0,177.0,19521252.0,43262405.0,Europe,71.5694,18-04-2022
Malaysia,4396165.0,7140.0,35437.0,16.0,4264127.0,14423.0,96601.0,110.0,57994524.0,33109959.0,Asia,100.3046,18-04-2022
Austria,4059444.0,6227.0,16431.0,11.0,3918429.0,14139.0,124584.0,154.0,180657934.0,9098602.0,Europe,108.103,18-04-2022
Thailand,4046953.0,16994.0,27009.0,124.0,3814433.0,25910.0,205511.0,1496.0,17270775.0,70114236.0,Asia,136.5727,18-04-2022
Israel,4036684.0,4923.0,10647.0,17.0,3941841.0,0.0,84196.0,220.0,41373364.0,9326000.0,Asia,429.6048,18-04-2022
Belgium,3972963.0,0.0,31165.0,0.0,3664894.0,12275.0,276904.0,181.0,33313880.0,11680124.0,Europe,382.2156,18-04-2022
Czechia,3882412.0,751.0,40001.0,7.0,3817842.0,4521.0,24569.0,47.0,55024950.0,10744628.0,Europe,139.0,18-04-2022
South Africa,3742107.0,877.0,100181.0,34.0,3627969.0,375.0,13957.0,175.0,24198159.0,60650219.0,Africa,49.7578,18-04-2022
Portugal,3719485.0,0.0,21993.0,0.0,968880.0,0.0,2728612.0,61.0,40748372.0,10143368.0,Europe,110.1159,18-04-2022
Philippines,3683209.0,168.0,59976.0,7.0,3603312.0,1277.0,19921.0,289.0,29286749.0,112197634.0,Asia,328.6345,18-04-2022
Canada,3637710.0,5392.0,38319.0,8.0,3378726.0,5182.0,220665.0,407.0,60149136.0,38335885.0,North America,3.8447,18-04-2022
Switzerland,3578130.0,1783.0,13811.0,0.0,3253709.0,26917.0,310610.0,103.0,20548491.0,8768183.0,Europe,212.5191,18-04-2022
Peru,3556384.0,645.0,212654.0,24.0,852606.0,0.0,2491124.0,371.0,29447514.0,33795829.0,South America,26.209,18-04-2022
Chile,3531529.0,1271.0,57270.0,7.0,3325243.0,13150.0,149016.0,346.0,36471164.0,19410616.0,South America,25.4598,18-04-2022
Greece,3242037.0,3868.0,28652.0,64.0,3098268.0,12214.0,115117.0,307.0,77990894.0,10331716.0,Europe,78.1623,18-04-2022
Denmark,2950549.0,1142.0,6008.0,11.0,2913431.0,0.0,31110.0,16.0,127063375.0,5828800.0,Europe,135.4005,18-04-2022
Romania,2882590.0,686.0,65347.0,4.0,2606660.0,0.0,210583.0,235.0,22487809.0,19007469.0,Europe,79.8324,18-04-2022
Sweden,2495996.0,0.0,18572.0,0.0,2458422.0,1329.0,19002.0,24.0,18471631.0,10212255.0,Europe,22.6939,18-04-2022
Iraq,2323284.0,152.0,25198.0,0.0,2293427.0,624.0,4659.0,36.0,18429771.0,41841178.0,Asia,96.1974,18-04-2022
Serbia,1996868.0,882.0,15933.0,6.0,1960640.0,1911.0,20295.0,20.0,9383655.0,8674230.0,Europe,97.928,18-04-2022
Bangladesh,1952362.0,36.0,29126.0,2.0,1891197.0,355.0,32039.0,1283.0,13930855.0,167633174.0,Asia,1137.6682,18-04-2022
Hungary,1879480.0,0.0,45865.0,0.0,1748707.0,0.0,84908.0,50.0,11244573.0,9616342.0,Europe,103.262,18-04-2022
Slovakia,1765258.0,1263.0,19759.0,18.0,1707211.0,1445.0,38288.0,109.0,7020304.0,5464387.0,Europe,111.3484,18-04-2022
Jordan,1694216.0,0.0,14048.0,0.0,1678941.0,0.0,1227.0,124.0,16670254.0,10384866.0,Asia,115.297,18-04-2022
Georgia,1653118.0,74.0,16793.0,1.0,1634313.0,357.0,2012.0,0.0,16706619.0,3975429.0,Asia,56.9403,18-04-2022
Pakistan,1527326.0,78.0,30364.0,1.0,1493662.0,56.0,3300.0,209.0,27926021.0,228585333.0,Asia,260.2176,18-04-2022
Ireland,1504790.0,1668.0,6932.0,0.0,1374154.0,4787.0,123704.0,48.0,11971043.0,5036743.0,Europe,71.4385,18-04-2022
Norway,1420033.0,304.0,2783.0,0.0,968880.0,0.0,448370.0,20.0,11002430.0,5497300.0,Europe,17.0208,18-04-2022
Kazakhstan,1305396.0,9.0,13660.0,0.0,1290880.0,72.0,856.0,24.0,11575012.0,19179649.0,Asia,7.048,18-04-2022
Hong Kong,1198438.0,613.0,9159.0,20.0,627278.0,0.0,562001.0,115.0,44972952.0,7606111.0,Asia,6887.952,18-04-2022
Morocco,1164411.0,30.0,16064.0,1.0,1147740.0,66.0,607.0,293.0,11237010.0,37695462.0,Africa,84.588,18-04-2022
Singapore,1162780.0,2480.0,1316.0,0.0,1097300.0,3396.0,64164.0,9.0,23611604.0,5932896.0,Asia,8371.1915,18-04-2022
Bulgaria,1150342.0,895.0,36810.0,26.0,952493.0,3290.0,161039.0,112.0,9760647.0,6854612.0,Europe,61.7303,18-04-2022
Croatia,1113547.0,30.0,15742.0,7.0,1093859.0,822.0,3946.0,23.0,4743521.0,4059850.0,Europe,71.7264,18-04-2022
Cuba,1100073.0,337.0,8521.0,1.0,1089838.0,433.0,1714.0,23.0,12920253.0,11314212.0,North America,102.8872,18-04-2022
Lebanon,1095685.0,72.0,10363.0,3.0,1076531.0,0.0,8791.0,186.0,4795578.0,6770609.0,Asia,639.5761,18-04-2022
Lithuania,1049801.0,418.0,9024.0,4.0,1007222.0,1387.0,33555.0,44.0,8183615.0,2654163.0,Europe,40.7612,18-04-2022
Tunisia,1038668.0,0.0,28509.0,0.0,46401.0,0.0,963758.0,29.0,4547755.0,12040494.0,Africa,73.6303,18-04-2022
Slovenia,997791.0,393.0,6560.0,3.0,968880.0,806.0,22351.0,30.0,2634315.0,2079451.0,Europe,102.5025,18-04-2022
Nepal,978674.0,9.0,11951.0,0.0,966373.0,34.0,350.0,0.0,5600115.0,30076806.0,Asia,205.3633,18-04-2022
Belarus,974714.0,236.0,6903.0,2.0,928536.0,0.0,39275.0,0.0,13041946.0,9443746.0,Europe,45.4374,18-04-2022
Finland,949583.0,0.0,3517.0,0.0,46000.0,0.0,900066.0,29.0,10591416.0,5556164.0,Europe,16.4142,18-04-2022
Bolivia,903908.0,20.0,21903.0,0.0,852606.0,390.0,29399.0,220.0,2688875.0,11958676.0,South America,10.9165,18-04-2022
Uruguay,895775.0,0.0,7197.0,0.0,886654.0,0.0,1924.0,18.0,6091188.0,3495331.0,South America,19.3114,18-04-2022
UAE,895663.0,198.0,2302.0,0.0,877648.0,370.0,15713.0,0.0,152710641.0,10104790.0,Asia,118.0,18-04-2022
Ecuador,866925.0,41.0,35528.0,0.0,852606.0,0.0,0.0,759.0,2470170.0,18123652.0,South America,65.4288,18-04-2022
Costa Rica,847784.0,787.0,8383.0,5.0,829515.0,643.0,9886.0,44.0,4240743.0,5177579.0,North America,101.4159,18-04-2022
Guatemala,837608.0,50.0,17434.0,4.0,817392.0,259.0,2782.0,5.0,4357102.0,18510001.0,North America,170.6696,18-04-2022
New Zealand,831149.0,6282.0,564.0,10.0,774408.0,7627.0,56177.0,0.0,6971077.0,5002100.0,Australia/Oceania,18.1102,18-04-2022
Latvia,813243.0,67.0,5715.0,0.0,797254.0,348.0,10274.0,11.0,7128115.0,1848793.0,Europe,28.6379,18-04-2022
Azerbaijan,792365.0,3.0,9706.0,0.0,782533.0,17.0,126.0,0.0,6771851.0,10303147.0,Asia,118.94,18-04-2022
Panama,768978.0,184.0,8179.0,0.0,758497.0,277.0,2302.0,9.0,5793689.0,4436610.0,North America,58.965,18-04-2022
Saudi Arabia,752705.0,133.0,9069.0,0.0,739296.0,259.0,4340.0,56.0,41759263.0,35786463.0,Asia,16.6745,18-04-2022
Sri Lanka,662912.0,85.0,16496.0,1.0,642556.0,3.0,3860.0,0.0,6477329.0,21574344.0,Asia,328.8499,18-04-2022
Paraguay,648446.0,0.0,18781.0,0.0,624673.0,0.0,4992.0,3.0,2615453.0,7289722.0,South America,17.9614,18-04-2022
Kuwait,630888.0,0.0,2555.0,0.0,627278.0,0.0,1055.0,4.0,7976136.0,4383870.0,Asia,245.8371,18-04-2022
Myanmar,612602.0,37.0,19434.0,0.0,591373.0,26.0,1795.0,0.0,7838552.0,55064259.0,Asia,81.6272,18-04-2022
Palestine,581816.0,138.0,5353.0,1.0,575899.0,286.0,564.0,17.0,3078533.0,5314081.0,Asia,859.4117,18-04-2022
Dominican Republic,578789.0,56.0,4375.0,0.0,574244.0,4.0,170.0,16.0,3255822.0,11043085.0,North America,227.1655,18-04-2022
Estonia,567644.0,181.0,2522.0,6.0,502253.0,324.0,62869.0,4.0,3295012.0,1328136.0,Europe,29.2283,18-04-2022
Bahrain,563584.0,401.0,1474.0,0.0,558446.0,490.0,3664.0,4.0,9679913.0,1807596.0,Asia,2332.0039,18-04-2022
Venezuela,522049.0,7.0,5702.0,1.0,514911.0,139.0,1436.0,230.0,3359014.0,28291388.0,South America,31.9353,18-04-2022
Moldova,516444.0,13.0,11482.0,1.0,503413.0,122.0,1549.0,27.0,3204755.0,4017142.0,Europe,118.5715,18-04-2022
Egypt,515645.0,0.0,24613.0,0.0,442182.0,0.0,48850.0,122.0,3693367.0,105796348.0,Africa,105.8972,18-04-2022
Libya,501862.0,0.0,6429.0,0.0,490900.0,0.0,4533.0,101.0,2476960.0,7038917.0,Africa,4.0015,18-04-2022
Ethiopia,470288.0,15.0,7509.0,0.0,453646.0,10.0,9133.0,21.0,4739492.0,120070011.0,Africa,109.4021,18-04-2022
Mongolia,469365.0,12.0,2177.0,0.0,313256.0,0.0,153932.0,192.0,4030048.0,3372992.0,Asia,2.1597,18-04-2022
Cyprus,464366.0,0.0,993.0,0.0,124370.0,0.0,339003.0,60.0,9477138.0,1223129.0,Asia,132.2438,18-04-2022
Armenia,422770.0,8.0,8622.0,1.0,410458.0,10.0,3690.0,0.0,3017543.0,2973180.0,Asia,99.9215,18-04-2022
Honduras,421659.0,391.0,10891.0,3.0,131100.0,0.0,279668.0,105.0,1263329.0,10187191.0,North America,90.862,18-04-2022
Oman,388891.0,26.0,4257.0,0.0,383975.0,30.0,659.0,7.0,25000000.0,5339511.0,Asia,17.2019,18-04-2022
Bosnia and Herzegovina,376437.0,0.0,15749.0,0.0,192218.0,0.0,168470.0,0.0,1748585.0,3244209.0,Europe,63.4521,18-04-2022
Qatar,363654.0,111.0,677.0,0.0,361951.0,106.0,1026.0,1.0,3422431.0,2807805.0,Asia,257.1996,18-04-2022
Réunion,360445.0,0.0,731.0,0.0,342442.0,0.0,17272.0,10.0,1603660.0,906776.0,Africa,358.0,18-04-2022
Kenya,323618.0,4.0,5649.0,0.0,317811.0,0.0,158.0,0.0,3568521.0,55895462.0,Africa,96.8615,18-04-2022
Zambia,318515.0,0.0,3973.0,0.0,313692.0,0.0,850.0,0.0,3399995.0,19307077.0,Africa,25.8702,18-04-2022
North Macedonia,308619.0,14.0,9262.0,1.0,298532.0,226.0,825.0,0.0,1997169.0,2083221.0,Europe,80.9436,18-04-2022
Botswana,305859.0,0.0,2688.0,0.0,303026.0,0.0,145.0,1.0,2026898.0,2436788.0,Africa,4.1944,18-04-2022
Albania,274520.0,16.0,3496.0,0.0,270658.0,32.0,366.0,2.0,1793981.0,2872159.0,Europe,99.7069,18-04-2022
Algeria,265741.0,2.0,6874.0,0.0,178336.0,1.0,80531.0,6.0,230861.0,45271360.0,Africa,19.0408,18-04-2022
Nigeria,255648.0,0.0,3143.0,0.0,249847.0,0.0,2658.0,11.0,4977858.0,215301380.0,Africa,234.6335,18-04-2022
Zimbabwe,247297.0,19.0,5464.0,1.0,241112.0,100.0,721.0,12.0,2229802.0,15251064.0,Africa,39.2352,18-04-2022
Uzbekistan,238313.0,25.0,1637.0,0.0,236309.0,34.0,367.0,23.0,1377915.0,34339369.0,Asia,76.8486,18-04-2022
Montenegro,234251.0,33.0,2709.0,0.0,230916.0,25.0,626.0,6.0,2439629.0,628209.0,Europe,45.4641,18-04-2022
Luxembourg,229311.0,0.0,1054.0,0.0,214556.0,0.0,13701.0,4.0,4200517.0,644246.0,Europe,248.4033,18-04-2022
Mozambique,225332.0,3.0,2201.0,1.0,223079.0,8.0,52.0,13.0,1306594.0,32825481.0,Africa,41.2798,18-04-2022
Kyrgyzstan,200980.0,0.0,2991.0,0.0,196331.0,7.0,1658.0,131.0,1907195.0,6717279.0,Asia,33.6496,18-04-2022
Laos,200502.0,312.0,722.0,4.0,7660.0,0.0,192120.0,0.0,1232128.0,7464955.0,Asia,31.5922,18-04-2022
Iceland,183974.0,0.0,110.0,0.0,75685.0,0.0,108179.0,1.0,1953616.0,345217.0,Europe,3.3533,18-04-2022
Maldives,178883.0,570.0,298.0,0.0,163687.0,0.0,14898.0,25.0,2213831.0,557621.0,Asia,1803.2833,18-04-2022
Afghanistan,178462.0,39.0,7679.0,1.0,161544.0,27.0,9239.0,1124.0,936091.0,40500605.0,Asia,62.4847,18-04-2022
Uganda,164055.0,4.0,3596.0,0.0,100205.0,0.0,60254.0,2.0,2607787.0,48330675.0,Africa,200.5086,18-04-2022
El Salvador,162089.0,0.0,4125.0,0.0,150662.0,0.0,7302.0,8.0,1950448.0,6544927.0,North America,311.3155,18-04-2022
Ghana,161101.0,0.0,1445.0,0.0,159624.0,0.0,32.0,1.0,2430490.0,32236224.0,Africa,135.8112,18-04-2022
Namibia,158074.0,0.0,4022.0,0.0,153662.0,0.0,390.0,0.0,996110.0,2623443.0,Africa,3.1902,18-04-2022
Martinique,147519.0,0.0,918.0,0.0,104.0,0.0,146497.0,8.0,828928.0,374743.0,North America,331.6374,18-04-2022
Trinidad and Tobago,142422.0,200.0,3803.0,3.0,132350.0,480.0,6269.0,18.0,688829.0,1407619.0,North America,274.1881,18-04-2022
Brunei,140182.0,159.0,218.0,0.0,138693.0,290.0,1271.0,0.0,717784.0,444995.0,Asia,77.2647,18-04-2022
Guadeloupe,140130.0,0.0,854.0,0.0,2250.0,0.0,137026.0,19.0,938039.0,400247.0,North America,245.5737,18-04-2022
Cambodia,136076.0,16.0,3055.0,0.0,132789.0,20.0,232.0,0.0,2942234.0,17134059.0,Asia,94.836,18-04-2022
Rwanda,129758.0,0.0,1458.0,0.0,45522.0,0.0,82778.0,1.0,5196697.0,13527959.0,Africa,516.3818,18-04-2022
Jamaica,129281.0,43.0,2931.0,2.0,82613.0,87.0,43737.0,0.0,969465.0,2984357.0,North America,271.5944,18-04-2022
Cameroon,119780.0,0.0,1927.0,0.0,117791.0,0.0,62.0,13.0,1751774.0,27730780.0,Africa,58.7065,18-04-2022
Angola,99194.0,0.0,1900.0,0.0,97149.0,0.0,145.0,0.0,1499795.0,34699115.0,Africa,28.096,18-04-2022
Malta,89028.0,199.0,677.0,2.0,80802.0,494.0,7549.0,4.0,1859492.0,443653.0,Europe,1405.1677,18-04-2022
DRC,87023.0,0.0,1337.0,0.0,50930.0,0.0,34756.0,0.0,846704.0,94442912.0,Africa,40.0,18-04-2022
Senegal,85971.0,3.0,1965.0,0.0,83985.0,4.0,21.0,1.0,1059624.0,17535106.0,Africa,89.7392,18-04-2022
Malawi,85728.0,0.0,2632.0,1.0,81915.0,0.0,1181.0,67.0,569074.0,20016335.0,Africa,170.3254,18-04-2022
Ivory Coast,81861.0,4.0,797.0,0.0,81026.0,3.0,38.0,0.0,1489194.0,27549595.0,Africa,86.0325,18-04-2022
French Guiana,80035.0,0.0,394.0,0.0,11254.0,0.0,68387.0,2.0,618263.0,312564.0,South America,3.761,18-04-2022
Suriname,79276.0,0.0,1325.0,0.0,49395.0,0.0,28556.0,0.0,235707.0,596063.0,South America,3.6432,18-04-2022
French Polynesia,72596.0,0.0,648.0,0.0,3803.0,0.0,68145.0,7.0,71203.0,283822.0,Australia/Oceania,68.1939,18-04-2022
Channel Islands,72328.0,0.0,165.0,0.0,70327.0,0.0,1836.0,0.0,1252808.0,176738.0,Europe,915.0,18-04-2022
Eswatini,70102.0,0.0,1395.0,0.0,68675.0,12.0,32.0,11.0,1010362.0,1181716.0,Africa,68.2341,18-04-2022
Barbados,64794.0,164.0,386.0,2.0,61190.0,250.0,3218.0,0.0,632869.0,288006.0,North America,669.8209,18-04-2022
Fiji,64513.0,0.0,862.0,0.0,62672.0,10.0,979.0,0.0,506281.0,908100.0,Australia/Oceania,49.7738,18-04-2022
Madagascar,64121.0,0.0,1391.0,0.0,59370.0,0.0,3360.0,14.0,418849.0,28967507.0,Africa,49.7036,18-04-2022
Guyana,63371.0,3.0,1228.0,0.0,62049.0,0.0,94.0,1.0,583469.0,793362.0,South America,3.6938,18-04-2022
Sudan,62057.0,0.0,4929.0,0.0,46401.0,0.0,10727.0,0.0,562941.0,45685261.0,Africa,24.3851,18-04-2022
New Caledonia,60385.0,0.0,312.0,0.0,60011.0,0.0,62.0,9.0,98964.0,290422.0,Australia/Oceania,15.6616,18-04-2022
Mauritania,58683.0,2.0,982.0,0.0,57693.0,4.0,8.0,0.0,795899.0,4868804.0,Africa,4.756,18-04-2022
Belize,57331.0,0.0,672.0,0.0,56473.0,0.0,186.0,6.0,529581.0,410576.0,North America,17.9478,18-04-2022
Cabo Verde,55991.0,1.0,401.0,0.0,55525.0,2.0,65.0,23.0,400982.0,566821.0,Africa,138.0,18-04-2022
Syria,55778.0,5.0,3150.0,0.0,52020.0,17.0,608.0,0.0,146269.0,18263019.0,Asia,104.5729,18-04-2022
Bhutan,53104.0,308.0,18.0,0.0,45038.0,2198.0,8048.0,14.0,2250758.0,786851.0,Asia,20.5225,18-04-2022
Gabon,47594.0,0.0,303.0,0.0,47280.0,0.0,11.0,0.0,1591228.0,2319914.0,Africa,8.7105,18-04-2022
Papua New Guinea,43663.0,3.0,649.0,0.0,42954.0,8.0,60.0,7.0,249149.0,9251011.0,Australia/Oceania,20.0764,18-04-2022
Seychelles,41660.0,0.0,164.0,0.0,40675.0,0.0,821.0,0.0,660646.0,99439.0,Africa,219.969,18-04-2022
Curaçao,41652.0,0.0,271.0,0.0,40800.0,0.0,581.0,3.0,494095.0,165297.0,North America,370.0,18-04-2022
Andorra,40709.0,0.0,153.0,0.0,39999.0,0.0,557.0,14.0,249838.0,77487.0,Europe,165.5192,18-04-2022
Burundi,38778.0,38.0,38.0,0.0,773.0,0.0,37967.0,0.0,345742.0,12525704.0,Africa,453.5762,18-04-2022
Mauritius,37391.0,40.0,985.0,0.0,35417.0,219.0,989.0,0.0,358675.0,1275555.0,Africa,624.8662,18-04-2022
Mayotte,37038.0,0.0,187.0,0.0,2964.0,0.0,33887.0,0.0,176919.0,284619.0,Africa,765.3984,18-04-2022
Togo,36967.0,4.0,273.0,0.0,36679.0,7.0,15.0,0.0,726223.0,8626677.0,Africa,152.872,18-04-2022
Guinea,36459.0,0.0,440.0,0.0,35976.0,0.0,43.0,8.0,660107.0,13771510.0,Africa,56.3974,18-04-2022
Taiwan,35983.0,1480.0,854.0,0.0,22042.0,0.0,13087.0,0.0,13765868.0,23894120.0,Asia,660.0336,18-04-2022
Faeroe Islands,34658.0,0.0,28.0,0.0,7693.0,0.0,26937.0,5.0,778000.0,49196.0,Europe,35.3431,18-04-2022
Aruba,34345.0,0.0,212.0,0.0,34038.0,0.0,95.0,2.0,177885.0,107579.0,North America,597.8278,18-04-2022
Tanzania,33851.0,0.0,803.0,0.0,46401.0,0.0,0.0,7.0,660646.0,62784774.0,Africa,66.9764,18-04-2022
Bahamas,33411.0,20.0,789.0,0.0,32271.0,12.0,351.0,11.0,229817.0,399986.0,North America,28.7252,18-04-2022
Lesotho,32910.0,0.0,697.0,0.0,24155.0,0.0,8058.0,0.0,431221.0,2172719.0,Africa,71.6751,18-04-2022
Mali,30669.0,11.0,729.0,0.0,29763.0,5.0,177.0,0.0,660646.0,21296609.0,Africa,17.3149,18-04-2022
Haiti,30594.0,0.0,835.0,0.0,29176.0,0.0,583.0,0.0,132422.0,11651908.0,North America,420.9111,18-04-2022
Isle of Man,28416.0,0.0,87.0,0.0,26794.0,0.0,1535.0,0.0,150753.0,85840.0,Europe,149.8811,18-04-2022
Benin,26952.0,0.0,163.0,0.0,25506.0,0.0,1283.0,5.0,604310.0,12692577.0,Africa,113.5189,18-04-2022
Somalia,26485.0,14.0,1350.0,0.0,13182.0,0.0,11953.0,0.0,400466.0,16688240.0,Africa,26.412,18-04-2022
Congo,24079.0,0.0,385.0,0.0,20178.0,0.0,3516.0,0.0,347815.0,5761644.0,Africa,16.0,18-04-2022
Saint Lucia,23094.0,0.0,367.0,0.0,22616.0,0.0,111.0,1.0,141628.0,185133.0,North America,300.5081,18-04-2022
Timor-Leste,22853.0,0.0,130.0,0.0,22704.0,0.0,19.0,0.0,260287.0,1363486.0,Asia,92.0686,18-04-2022
Cayman Islands,21406.0,0.0,26.0,0.0,8553.0,0.0,12827.0,1.0,222773.0,67107.0,North America,254.8371,18-04-2022
Burkina Faso,20853.0,0.0,382.0,0.0,20439.0,0.0,32.0,0.0,248995.0,21930999.0,Africa,80.9726,18-04-2022
Nicaragua,18491.0,0.0,225.0,0.0,4225.0,0.0,14041.0,0.0,338765.0,6765956.0,North America,51.9977,18-04-2022
Gibraltar,17494.0,0.0,101.0,0.0,16579.0,0.0,814.0,0.0,534283.0,33673.0,Europe,5617.3333,18-04-2022
South Sudan,17408.0,39.0,138.0,0.0,13514.0,0.0,3756.0,1.0,374091.0,11429174.0,Africa,18.7472,18-04-2022
Tajikistan,17388.0,0.0,124.0,0.0,17264.0,0.0,0.0,0.0,10627462.5,9921825.0,Asia,69.584,18-04-2022
Liechtenstein,17003.0,22.0,84.0,0.0,16669.0,48.0,250.0,0.0,102174.0,38324.0,Europe,239.9187,18-04-2022
Equatorial Guinea,15906.0,0.0,183.0,0.0,15697.0,0.0,26.0,5.0,307847.0,1485613.0,Africa,53.355,18-04-2022
San Marino,15683.0,0.0,114.0,0.0,15225.0,0.0,344.0,4.0,147532.0,34059.0,Europe,558.7705,18-04-2022
Djibouti,15598.0,0.0,189.0,0.0,15404.0,0.0,5.0,0.0,302030.0,1013774.0,Africa,43.7973,18-04-2022
CAR,14649.0,0.0,113.0,0.0,6859.0,0.0,7677.0,2.0,81294.0,4980394.0,Africa,8.0,18-04-2022
Grenada,14165.0,0.0,219.0,0.0,13815.0,0.0,131.0,4.0,146475.0,113458.0,North America,329.8692,18-04-2022
Bermuda,12901.0,0.0,131.0,0.0,12563.0,0.0,207.0,0.0,858416.0,61865.0,North America,1147.0185,18-04-2022
Solomon Islands,12437.0,0.0,139.0,0.0,11194.0,0.0,1104.0,2.0,5117.0,717089.0,Australia/Oceania,24.9571,18-04-2022
Gambia,11994.0,0.0,365.0,0.0,11591.0,0.0,38.0,0.0,155686.0,2538398.0,Africa,239.3565,18-04-2022
Dominica,11988.0,0.0,63.0,0.0,11903.0,0.0,22.0,0.0,187337.0,72307.0,North America,96.3302,18-04-2022
Greenland,11971.0,0.0,21.0,0.0,2761.0,0.0,9189.0,4.0,164926.0,56947.0,North America,0.0263,18-04-2022
Yemen,11818.0,1.0,2148.0,0.0,9001.0,0.0,669.0,23.0,265253.0,31004041.0,Asia,59.009,18-04-2022
Monaco,11442.0,36.0,54.0,0.0,11207.0,31.0,181.0,4.0,54960.0,39741.0,Europe,19891.5,18-04-2022
Saint Martin,10279.0,0.0,63.0,0.0,1399.0,0.0,8817.0,7.0,112382.0,39849.0,North America,749.6226,18-04-2022
Sint Maarten,9920.0,0.0,86.0,0.0,9753.0,0.0,81.0,10.0,62056.0,43749.0,North America,1293.1176,18-04-2022
Eritrea,9733.0,0.0,103.0,0.0,9629.0,0.0,1.0,0.0,23693.0,3634475.0,Africa,31.1415,18-04-2022
Caribbean Netherlands,9384.0,35.0,34.0,0.0,9069.0,82.0,281.0,0.0,30126.0,26660.0,North America,80.0,18-04-2022
Tonga,9025.0,0.0,11.0,0.0,7484.0,0.0,1530.0,0.0,363581.0,107844.0,Australia/Oceania,144.2423,18-04-2022
Niger,8883.0,6.0,308.0,0.0,8495.0,1.0,80.0,1.0,247495.0,25777253.0,Africa,20.5869,18-04-2022
Guinea-Bissau,8178.0,0.0,170.0,0.0,7306.0,0.0,702.0,6.0,132181.0,2051413.0,Africa,57.1174,18-04-2022
Comoros,8100.0,0.0,160.0,0.0,7933.0,0.0,7.0,0.0,660646.0,902823.0,Africa,487.3357,18-04-2022
Sierra Leone,7681.0,0.0,125.0,0.0,46401.0,0.0,0.0,0.0,259958.0,8267927.0,Africa,115.7853,18-04-2022
Antigua and Barbuda,7539.0,0.0,135.0,0.0,7377.0,0.0,27.0,1.0,18901.0,99384.0,North America,225.1335,18-04-2022
Liberia,7402.0,0.0,294.0,0.0,5747.0,0.0,1361.0,2.0,139824.0,5270857.0,Africa,47.6355,18-04-2022
