Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,Serious,Total Tests,Population,continent,Density,day
Spain,11786036.0,0.0,103908.0,0.0,11261340.0,0.0,420788.0,339.0,471036328.0,46787566.0,Europe,92.3318,24-04-2022
Vietnam,10564355.0,8814.0,43013.0,9.0,9086075.0,4581.0,1435267.0,612.0,85789114.0,98924302.0,Asia,298.7619,24-04-2022
Argentina,9072230.0,1616.0,128542.0,29.0,8895999.0,0.0,47689.0,372.0,35716069.0,45946666.0,South America,16.5481,24-04-2022
Netherlands,8039217.0,1578.0,22221.0,5.0,7643520.0,39086.0,373476.0,94.0,21107399.0,17203518.0,Europe,411.2652,24-04-2022
Japan,7621562.0,43721.0,29284.0,27.0,7135403.0,57313.0,456875.0,195.0,46690473.0,125775499.0,Asia,332.2966,24-04-2022
Iran,7216040.0,528.0,140975.0,13.0,6966954.0,2963.0,108111.0,1046.0,50811054.0,85939287.0,Asia,52.1921,24-04-2022
Colombia,6091343.0,249.0,139778.0,7.0,5924745.0,312.0,26820.0,342.0,34371690.0,51864812.0,South America,45.1175,24-04-2022
Indonesia,6044150.0,382.0,156100.0,33.0,5870419.0,2168.0,17631.0,2771.0,94904806.0,278760259.0,Asia,146.5605,24-04-2022
Poland,5991197.0,344.0,115948.0,0.0,5334374.0,34.0,540875.0,1588.0,36027053.0,37771563.0,Europe,120.6982,24-04-2022
Mexico,5733514.0,802.0,324117.0,57.0,5033892.0,654.0,375505.0,4798.0,15762889.0,131385329.0,North America,66.9744,24-04-2022
Australia,5689377.0,34769.0,6989.0,19.0,5313222.0,39025.0,369166.0,135.0,68845476.0,26035545.0,Australia/Oceania,3.3891,24-04-2022
Ukraine,4998293.0,301.0,108326.0,8.0,981300.0,0.0,3908667.0,177.0,19521252.0,43258121.0,Europe,71.5694,24-04-2022
Malaysia,4431073.0,4006.0,35499.0,8.0,4320822.0,10223.0,74752.0,98.0,58381292.0,33116757.0,Asia,100.3046,24-04-2022
Thailand,4165874.0,17784.0,27778.0,126.0,3954945.0,22846.0,183151.0,1496.0,17270775.0,70117100.0,Asia,136.5727,24-04-2022
Austria,4104859.0,5810.0,18047.0,12.0,3989860.0,10297.0,96952.0,121.0,181825734.0,9099443.0,Europe,108.103,24-04-2022
Israel,4057772.0,3430.0,10670.0,12.0,4009152.0,0.0,37950.0,220.0,41373364.0,9326000.0,Asia,429.6048,24-04-2022
Belgium,4015791.0,0.0,31319.0,0.0,3726457.0,16162.0,258015.0,169.0,33456470.0,11680949.0,Europe,382.2156,24-04-2022
Czechia,3895557.0,913.0,40095.0,9.0,3838028.0,3407.0,17434.0,43.0,55117064.0,10744953.0,Europe,139.0,24-04-2022
Portugal,3791744.0,0.0,22162.0,0.0,981300.0,0.0,2788282.0,61.0,41021678.0,10142883.0,Europe,110.1159,24-04-2022
South Africa,3762911.0,3222.0,100303.0,5.0,3633297.0,725.0,29311.0,175.0,24332659.0,60662476.0,Africa,49.7578,24-04-2022
Canada,3699683.0,4098.0,38783.0,6.0,3429274.0,3192.0,231626.0,426.0,60536359.0,38341304.0,North America,3.8447,24-04-2022
Philippines,3684499.0,204.0,60182.0,3.0,3610658.0,1233.0,13659.0,289.0,29427586.0,112221547.0,Asia,328.6345,24-04-2022
Switzerland,3579867.0,0.0,13816.0,0.0,3378507.0,19775.0,187544.0,90.0,20666182.0,8769219.0,Europe,212.5191,24-04-2022
Peru,3560876.0,781.0,212742.0,6.0,855488.0,0.0,2492646.0,346.0,29659485.0,33803361.0,South America,26.209,24-04-2022
Chile,3546493.0,2030.0,57375.0,0.0,3378195.0,9399.0,110923.0,263.0,36755151.0,19413303.0,South America,25.4598,24-04-2022
Greece,3277557.0,0.0,28867.0,0.0,3151717.0,0.0,96973.0,277.0,78872546.0,10330885.0,Europe,78.1623,24-04-2022
Denmark,2959972.0,932.0,6084.0,12.0,2930717.0,1614.0,23171.0,15.0,127150212.0,5829134.0,Europe,135.4005,24-04-2022
Romania,2888318.0,494.0,65427.0,6.0,2606660.0,0.0,216231.0,216.0,22594702.0,19005377.0,Europe,79.8324,24-04-2022
Sweden,2498388.0,0.0,18656.0,0.0,2464421.0,1335.0,15311.0,19.0,18493218.0,10213286.0,Europe,22.6939,24-04-2022
Iraq,2324223.0,82.0,25205.0,1.0,2296270.0,323.0,2748.0,22.0,18453588.0,41856010.0,Asia,96.1974,24-04-2022
Serbia,2001654.0,510.0,15956.0,3.0,1969132.0,1346.0,16566.0,27.0,9432261.0,8673656.0,Europe,97.928,24-04-2022
Bangladesh,1952556.0,24.0,29127.0,0.0,1893460.0,329.0,29969.0,1297.0,13961944.0,167660051.0,Asia,1137.6682,24-04-2022
Hungary,1890953.0,0.0,46048.0,0.0,1776617.0,0.0,68288.0,45.0,11295119.0,9615941.0,Europe,103.262,24-04-2022
Slovakia,1774808.0,1155.0,19839.0,10.0,1730712.0,2156.0,24257.0,88.0,7057901.0,5464430.0,Europe,111.3484,24-04-2022
Jordan,1694216.0,0.0,14048.0,0.0,1678941.0,0.0,1227.0,124.0,16670254.0,10386526.0,Asia,115.297,24-04-2022
Georgia,1654255.0,92.0,16800.0,3.0,1635791.0,241.0,1664.0,0.0,16807205.0,3975304.0,Asia,56.9403,24-04-2022
Pakistan,1527856.0,105.0,30369.0,0.0,1493998.0,0.0,3489.0,186.0,28048307.0,228655763.0,Asia,260.2176,24-04-2022
Ireland,1511754.0,705.0,6996.0,0.0,1415949.0,9147.0,88809.0,41.0,12016948.0,5037647.0,Europe,71.4385,24-04-2022
Norway,1423629.0,120.0,2871.0,0.0,981300.0,0.0,439458.0,20.0,11002430.0,5497994.0,Europe,17.0208,24-04-2022
Kazakhstan,1305457.0,10.0,13660.0,0.0,1290988.0,13.0,809.0,24.0,11575012.0,19183330.0,Asia,7.048,24-04-2022
Hong Kong,1201860.0,429.0,9249.0,13.0,627899.0,0.0,564712.0,115.0,44972952.0,7607106.0,Asia,6887.952,24-04-2022
Singapore,1182168.0,2044.0,1325.0,0.0,1112762.0,0.0,68081.0,8.0,23712995.0,5933649.0,Asia,8371.1915,24-04-2022
Morocco,1164700.0,30.0,16065.0,0.0,1148225.0,71.0,410.0,293.0,11237010.0,37702632.0,Africa,84.588,24-04-2022
Bulgaria,1153129.0,237.0,36854.0,5.0,959593.0,51.0,156682.0,105.0,9799054.0,6853760.0,Europe,61.7303,24-04-2022
Croatia,1117735.0,560.0,15782.0,4.0,1097448.0,619.0,4505.0,23.0,4765135.0,4059437.0,Europe,71.7264,24-04-2022
Cuba,1101731.0,245.0,8525.0,2.0,1091901.0,298.0,1305.0,23.0,12920253.0,11314099.0,North America,102.8872,24-04-2022
Lebanon,1096406.0,86.0,10375.0,1.0,1079455.0,0.0,6576.0,186.0,4795578.0,6770111.0,Asia,639.5761,24-04-2022
Lithuania,1054620.0,429.0,9066.0,12.0,1016503.0,445.0,29051.0,31.0,8217113.0,2653545.0,Europe,40.7612,24-04-2022
Tunisia,1039532.0,0.0,28533.0,0.0,46402.0,0.0,964597.0,29.0,4563397.0,12042521.0,Africa,73.6303,24-04-2022
Slovenia,1004472.0,495.0,6578.0,2.0,981300.0,796.0,16594.0,33.0,2640751.0,2079455.0,Europe,102.5025,24-04-2022
Finland,1000472.0,0.0,3638.0,0.0,46000.0,0.0,950834.0,31.0,10644579.0,5556304.0,Europe,16.4142,24-04-2022
Nepal,978743.0,11.0,11951.0,0.0,966523.0,25.0,269.0,0.0,5616752.0,30085409.0,Asia,205.3633,24-04-2022
Belarus,977813.0,379.0,6926.0,4.0,928536.0,0.0,42351.0,0.0,13103056.0,9443695.0,Europe,45.4374,24-04-2022
Bolivia,904446.0,152.0,21908.0,1.0,855488.0,913.0,27050.0,220.0,2693845.0,11961287.0,South America,10.9165,24-04-2022
UAE,897136.0,244.0,2302.0,0.0,879787.0,361.0,15047.0,0.0,154420740.0,10106748.0,Asia,118.0,24-04-2022
Uruguay,895775.0,0.0,7197.0,0.0,886654.0,0.0,1924.0,18.0,6091188.0,3495527.0,South America,19.3114,24-04-2022
New Zealand,884289.0,5714.0,636.0,9.0,824272.0,5986.0,59381.0,0.0,6983031.0,5002100.0,Australia/Oceania,18.1102,24-04-2022
Ecuador,868285.0,56.0,35581.0,0.0,855488.0,0.0,0.0,759.0,2470170.0,18128046.0,South America,65.4288,24-04-2022
Costa Rica,847784.0,0.0,8383.0,0.0,829515.0,0.0,9886.0,43.0,4240743.0,5178340.0,North America,101.4159,24-04-2022
Guatemala,842572.0,203.0,17520.0,6.0,822541.0,288.0,2511.0,5.0,4402305.0,18515442.0,North America,170.6696,24-04-2022
Latvia,817316.0,322.0,5743.0,0.0,803135.0,457.0,8438.0,9.0,7154016.0,1848453.0,Europe,28.6379,24-04-2022
Azerbaijan,792496.0,20.0,9707.0,0.0,782646.0,12.0,143.0,0.0,6794952.0,10304643.0,Asia,118.94,24-04-2022
Panama,771819.0,333.0,8182.0,0.0,760199.0,367.0,3438.0,8.0,5832022.0,4437724.0,North America,58.965,24-04-2022
Saudi Arabia,753417.0,85.0,9078.0,2.0,740672.0,205.0,3667.0,48.0,41827109.0,35795358.0,Asia,16.6745,24-04-2022
Sri Lanka,663131.0,0.0,16502.0,0.0,642574.0,0.0,4055.0,0.0,6486117.0,21575813.0,Asia,328.8499,24-04-2022
Paraguay,649034.0,0.0,18795.0,0.0,624673.0,0.0,5566.0,5.0,2623300.0,7291158.0,South America,17.9614,24-04-2022
Kuwait,631294.0,0.0,2555.0,0.0,627899.0,0.0,840.0,8.0,7999656.0,4384906.0,Asia,245.8371,24-04-2022
Myanmar,612749.0,16.0,19434.0,0.0,591633.0,24.0,1682.0,0.0,7898754.0,55070229.0,Asia,81.6272,24-04-2022
Palestine,581940.0,124.0,5353.0,0.0,576242.0,343.0,345.0,17.0,3078533.0,5316030.0,Asia,859.4117,24-04-2022
Dominican Republic,579114.0,160.0,4376.0,0.0,574446.0,149.0,292.0,14.0,3265645.0,11044867.0,North America,227.1655,24-04-2022
Estonia,570257.0,181.0,2531.0,0.0,507474.0,763.0,60252.0,7.0,3311935.0,1328150.0,Europe,29.2283,24-04-2022
Bahrain,566272.0,442.0,1475.0,0.0,561221.0,426.0,3576.0,2.0,9699812.0,1808571.0,Asia,2332.0039,24-04-2022
Venezuela,522176.0,55.0,5706.0,1.0,515463.0,158.0,1007.0,230.0,3359014.0,28290073.0,South America,31.9353,24-04-2022
Moldova,516986.0,0.0,11489.0,0.0,504142.0,0.0,1355.0,49.0,3216305.0,4016989.0,Europe,118.5715,24-04-2022
Egypt,515645.0,0.0,24613.0,0.0,442182.0,0.0,48850.0,122.0,3693367.0,105828037.0,Africa,105.8972,24-04-2022
Libya,501904.0,0.0,6430.0,0.0,490973.0,0.0,4501.0,101.0,2477219.0,7040449.0,Africa,4.0015,24-04-2022
Cyprus,470481.0,0.0,1011.0,0.0,124370.0,0.0,345100.0,60.0,9477138.0,1223273.0,Asia,132.2438,24-04-2022
Ethiopia,470434.0,17.0,7510.0,0.0,454967.0,0.0,7957.0,15.0,4765964.0,120116835.0,Africa,109.4021,24-04-2022
Mongolia,469580.0,30.0,2177.0,0.0,313256.0,0.0,154147.0,192.0,4030048.0,3373858.0,Asia,2.1597,24-04-2022
Armenia,422825.0,3.0,8622.0,0.0,410558.0,10.0,3645.0,0.0,3035104.0,2973271.0,Asia,99.9215,24-04-2022
Honduras,422275.0,0.0,10892.0,0.0,131100.0,0.0,280283.0,105.0,1263329.0,10189775.0,North America,90.862,24-04-2022
Oman,389053.0,17.0,4257.0,0.0,384145.0,90.0,651.0,2.0,25000000.0,5341647.0,Asia,17.2019,24-04-2022
Bosnia and Herzegovina,376764.0,65.0,15758.0,2.0,192218.0,0.0,168788.0,0.0,1752716.0,3243877.0,Europe,63.4521,24-04-2022
Réunion,374295.0,0.0,742.0,0.0,355605.0,0.0,17948.0,10.0,1603660.0,906881.0,Africa,358.0,24-04-2022
Qatar,364187.0,98.0,677.0,0.0,362674.0,106.0,836.0,2.0,3426179.0,2807805.0,Asia,257.1996,24-04-2022
Kenya,323709.0,13.0,5649.0,0.0,317909.0,0.0,151.0,0.0,3584170.0,55914924.0,Africa,96.8615,24-04-2022
Zambia,318984.0,0.0,3974.0,0.0,314075.0,0.0,935.0,0.0,3408441.0,19315550.0,Africa,25.8702,24-04-2022
North Macedonia,309062.0,0.0,9271.0,0.0,299064.0,0.0,727.0,0.0,2007553.0,2083219.0,Europe,80.9436,24-04-2022
Botswana,305859.0,0.0,2688.0,0.0,303026.0,0.0,145.0,1.0,2026898.0,2437567.0,Africa,4.1944,24-04-2022
Albania,274828.0,37.0,3496.0,0.0,270893.0,24.0,439.0,2.0,1800323.0,2872108.0,Europe,99.7069,24-04-2022
Algeria,265767.0,6.0,6875.0,1.0,178346.0,2.0,80546.0,6.0,230861.0,45284357.0,Africa,19.0408,24-04-2022
Nigeria,255685.0,0.0,3143.0,0.0,249890.0,0.0,2652.0,11.0,5036813.0,215385391.0,Africa,234.6335,24-04-2022
Zimbabwe,247554.0,30.0,5468.0,0.0,241426.0,64.0,660.0,12.0,2241348.0,15254612.0,Africa,39.2352,24-04-2022
Uzbekistan,238469.0,27.0,1637.0,0.0,236483.0,25.0,349.0,23.0,1377915.0,34347324.0,Asia,76.8486,24-04-2022
Montenegro,234707.0,88.0,2713.0,0.0,231376.0,79.0,618.0,6.0,2445741.0,628210.0,Europe,45.4641,24-04-2022
Luxembourg,233966.0,0.0,1058.0,0.0,221501.0,0.0,11407.0,1.0,4213886.0,644413.0,Europe,248.4033,24-04-2022
Mozambique,225365.0,7.0,2201.0,0.0,223104.0,0.0,60.0,13.0,1310132.0,32839892.0,Africa,41.2798,24-04-2022
Laos,205270.0,377.0,732.0,0.0,7660.0,0.0,196878.0,0.0,1232128.0,7466687.0,Asia,31.5922,24-04-2022
Kyrgyzstan,200983.0,0.0,2991.0,0.0,196386.0,10.0,1606.0,131.0,1907195.0,6719045.0,Asia,33.6496,24-04-2022
Iceland,185222.0,52.0,114.0,0.0,75685.0,0.0,109423.0,0.0,1953616.0,345253.0,Europe,3.3533,24-04-2022
Maldives,178883.0,0.0,298.0,0.0,163687.0,0.0,14898.0,25.0,2213831.0,557777.0,Asia,1803.2833,24-04-2022
Afghanistan,178689.0,39.0,7682.0,1.0,161748.0,40.0,9259.0,1124.0,940341.0,40515013.0,Asia,62.4847,24-04-2022
Uganda,164069.0,0.0,3596.0,0.0,100205.0,0.0,60268.0,2.0,2612795.0,48354471.0,Africa,200.5086,24-04-2022
El Salvador,162089.0,0.0,4127.0,0.0,150662.0,0.0,7300.0,8.0,1950448.0,6545463.0,North America,311.3155,24-04-2022
Ghana,161124.0,0.0,1445.0,0.0,159655.0,0.0,24.0,1.0,2433244.0,32246878.0,Africa,135.8112,24-04-2022
Namibia,158358.0,26.0,4025.0,2.0,153662.0,0.0,671.0,0.0,1001841.0,2624198.0,Africa,3.1902,24-04-2022
Martinique,147519.0,0.0,918.0,0.0,104.0,0.0,146497.0,8.0,828928.0,374738.0,North America,331.6374,24-04-2022
Trinidad and Tobago,144563.0,204.0,3813.0,1.0,133834.0,230.0,6916.0,18.0,696573.0,1407693.0,North America,274.1881,24-04-2022
Brunei,141119.0,105.0,218.0,0.0,139882.0,158.0,1019.0,0.0,717784.0,445063.0,Asia,77.2647,24-04-2022
Guadeloupe,140130.0,0.0,854.0,0.0,2250.0,0.0,137026.0,19.0,938039.0,400248.0,North America,245.5737,24-04-2022
Cambodia,136216.0,16.0,3056.0,0.0,132921.0,25.0,239.0,0.0,2946965.0,17137853.0,Asia,94.836,24-04-2022
Rwanda,129767.0,3.0,1458.0,0.0,45522.0,0.0,82787.0,0.0,5233320.0,13533238.0,Africa,516.3818,24-04-2022
Jamaica,129562.0,73.0,2948.0,5.0,83006.0,41.0,43608.0,0.0,984844.0,2984569.0,North America,271.5944,24-04-2022
Cameroon,119780.0,0.0,1927.0,0.0,117791.0,0.0,62.0,13.0,1751774.0,27741645.0,Africa,58.7065,24-04-2022
Angola,99194.0,0.0,1900.0,0.0,97149.0,0.0,145.0,0.0,1499795.0,34715954.0,Africa,28.096,24-04-2022
Malta,90595.0,196.0,688.0,1.0,84646.0,535.0,5261.0,4.0,1872465.0,443672.0,Europe,1405.1677,24-04-2022
DRC,87023.0,0.0,1337.0,0.0,50930.0,0.0,34756.0,0.0,846704.0,94487750.0,Africa,40.0,24-04-2022
Senegal,85988.0,4.0,1967.0,1.0,84004.0,3.0,17.0,1.0,1064723.0,17542364.0,Africa,89.7392,24-04-2022
Malawi,85747.0,0.0,2633.0,0.0,81938.0,0.0,1176.0,67.0,571585.0,20024465.0,Africa,170.3254,24-04-2022
Ivory Coast,81887.0,0.0,799.0,0.0,81061.0,0.0,27.0,0.0,1494624.0,27560335.0,Africa,86.0325,24-04-2022
French Guiana,80422.0,0.0,394.0,0.0,11254.0,0.0,68774.0,1.0,622646.0,312691.0,South America,3.761,24-04-2022
Suriname,79302.0,0.0,1327.0,0.0,49396.0,0.0,28579.0,0.0,235824.0,596149.0,South America,3.6432,24-04-2022
Channel Islands,73609.0,0.0,166.0,0.0,72059.0,0.0,1384.0,0.0,1252808.0,176764.0,Europe,915.0,24-04-2022
French Polynesia,72648.0,0.0,648.0,0.0,3990.0,0.0,68010.0,7.0,76428.5,283848.0,Australia/Oceania,68.1939,24-04-2022
Eswatini,70294.0,10.0,1397.0,0.0,68788.0,24.0,109.0,11.0,1012764.0,1181913.0,Africa,68.2341,24-04-2022
Barbados,67611.0,355.0,389.0,0.0,63961.0,537.0,3261.0,0.0,641298.0,288012.0,North America,669.8209,24-04-2022
Fiji,64533.0,1.0,862.0,0.0,62684.0,7.0,987.0,0.0,506642.0,908207.0,Australia/Oceania,49.7738,24-04-2022
Madagascar,64152.0,31.0,1391.0,0.0,59370.0,0.0,3391.0,14.0,422372.0,28979215.0,Africa,49.7036,24-04-2022
Guyana,63416.0,3.0,1228.0,0.0,62105.0,13.0,83.0,1.0,591033.0,793424.0,South America,3.6938,24-04-2022
Sudan,62093.0,0.0,4930.0,0.0,46402.0,0.0,10761.0,0.0,562941.0,45702089.0,Africa,24.3851,24-04-2022
New Caledonia,60457.0,0.0,312.0,0.0,60064.0,0.0,81.0,9.0,98964.0,290467.0,Australia/Oceania,15.6616,24-04-2022
Mauritania,58683.0,0.0,982.0,0.0,57693.0,0.0,8.0,0.0,799783.0,4870814.0,Africa,4.756,24-04-2022
Bhutan,57771.0,431.0,20.0,0.0,53080.0,306.0,4671.0,3.0,2284301.0,786991.0,Asia,20.5225,24-04-2022
Belize,57419.0,0.0,676.0,0.0,56534.0,0.0,209.0,6.0,534770.0,410694.0,North America,17.9478,24-04-2022
Taiwan,56465.0,5169.0,856.0,0.0,23729.0,275.0,31880.0,0.0,14289370.0,23894825.0,Asia,660.0336,24-04-2022
Cabo Verde,56004.0,0.0,401.0,0.0,55538.0,0.0,65.0,23.0,400982.0,566920.0,Africa,138.0,24-04-2022
Syria,55797.0,2.0,3150.0,0.0,52101.0,11.0,546.0,0.0,146269.0,18270009.0,Asia,104.5729,24-04-2022
Gabon,47597.0,0.0,303.0,0.0,47282.0,0.0,12.0,0.0,1592483.0,2320777.0,Africa,8.7105,24-04-2022
Papua New Guinea,43732.0,0.0,649.0,0.0,43025.0,0.0,58.0,7.0,249149.0,9253793.0,Australia/Oceania,20.0764,24-04-2022
Seychelles,42079.0,0.0,165.0,0.0,41260.0,0.0,654.0,0.0,664333.0,99449.0,Africa,219.969,24-04-2022
Curaçao,41966.0,0.0,273.0,0.0,41251.0,0.0,442.0,3.0,496693.0,165308.0,North America,370.0,24-04-2022
Andorra,41013.0,0.0,153.0,0.0,40343.0,0.0,517.0,14.0,249838.0,77489.0,Europe,165.5192,24-04-2022
Burundi,39144.0,194.0,38.0,0.0,773.0,0.0,38333.0,0.0,345742.0,12531535.0,Africa,453.5762,24-04-2022
Mauritius,37532.0,0.0,990.0,0.0,35656.0,0.0,886.0,0.0,358675.0,1275589.0,Africa,624.8662,24-04-2022
Mayotte,37038.0,0.0,187.0,0.0,2964.0,0.0,33887.0,0.0,176919.0,284727.0,Africa,765.3984,24-04-2022
Togo,36977.0,0.0,273.0,0.0,36679.0,0.0,25.0,0.0,727740.0,8629866.0,Africa,152.872,24-04-2022
Guinea,36459.0,0.0,440.0,0.0,35976.0,0.0,43.0,8.0,660107.0,13777371.0,Africa,56.3974,24-04-2022
Faeroe Islands,34658.0,0.0,28.0,0.0,7693.0,0.0,26937.0,5.0,778000.0,49199.0,Europe,35.3431,24-04-2022
Aruba,34589.0,0.0,212.0,0.0,34251.0,0.0,126.0,2.0,177885.0,107587.0,North America,597.8278,24-04-2022
Tanzania,33864.0,0.0,803.0,0.0,46402.0,0.0,0.0,7.0,664333.0,62812777.0,Africa,66.9764,24-04-2022
Bahamas,33483.0,20.0,789.0,0.0,32310.0,0.0,384.0,11.0,229817.0,400047.0,North America,28.7252,24-04-2022
Lesotho,32910.0,0.0,697.0,0.0,24155.0,0.0,8058.0,0.0,431221.0,2172997.0,Africa,71.6751,24-04-2022
Mali,30740.0,13.0,731.0,0.0,29813.0,18.0,196.0,0.0,664333.0,21306210.0,Africa,17.3149,24-04-2022
Haiti,30640.0,0.0,835.0,0.0,29389.0,0.0,416.0,0.0,132422.0,11654187.0,North America,420.9111,24-04-2022
Isle of Man,28416.0,0.0,87.0,0.0,26794.0,0.0,1535.0,0.0,150753.0,85848.0,Europe,149.8811,24-04-2022
Benin,26952.0,0.0,163.0,0.0,25506.0,0.0,1283.0,5.0,604310.0,12697801.0,Africa,113.5189,24-04-2022
Somalia,26485.0,0.0,1350.0,0.0,13182.0,0.0,11953.0,0.0,400466.0,16695537.0,Africa,26.412,24-04-2022
Congo,24079.0,0.0,385.0,0.0,20178.0,0.0,3516.0,0.0,347815.0,5763877.0,Africa,16.0,24-04-2022
Saint Lucia,23239.0,0.0,368.0,0.0,22736.0,0.0,135.0,1.0,142630.0,185147.0,North America,300.5081,24-04-2022
Timor-Leste,22860.0,0.0,130.0,0.0,22714.0,0.0,16.0,0.0,261007.0,1363898.0,Asia,92.0686,24-04-2022
Cayman Islands,21755.0,0.0,26.0,0.0,8553.0,0.0,13176.0,1.0,222773.0,67119.0,North America,254.8371,24-04-2022
Burkina Faso,20853.0,0.0,382.0,0.0,20439.0,0.0,32.0,0.0,248995.0,21940430.0,Africa,80.9726,24-04-2022
Nicaragua,18491.0,0.0,225.0,0.0,4225.0,0.0,14041.0,0.0,354205.0,6767248.0,North America,51.9977,24-04-2022
Gibraltar,17706.0,0.0,102.0,0.0,16579.0,0.0,1025.0,0.0,534283.0,33673.0,Europe,5617.3333,24-04-2022
South Sudan,17422.0,0.0,138.0,0.0,13514.0,0.0,3770.0,1.0,376391.0,11431325.0,Africa,18.7472,24-04-2022
Tajikistan,17388.0,0.0,124.0,0.0,17264.0,0.0,0.0,0.0,10637412.0,9925345.0,Asia,69.584,24-04-2022
Liechtenstein,17103.0,12.0,85.0,1.0,16831.0,30.0,187.0,0.0,102174.0,38326.0,Europe,239.9187,24-04-2022
San Marino,16140.0,0.0,114.0,0.0,15662.0,0.0,364.0,4.0,149271.0,34060.0,Europe,558.7705,24-04-2022
Equatorial Guinea,15907.0,0.0,183.0,0.0,15698.0,0.0,26.0,5.0,310972.0,1486373.0,Africa,53.355,24-04-2022
Djibouti,15611.0,0.0,189.0,0.0,15411.0,0.0,11.0,0.0,303924.0,1014010.0,Africa,43.7973,24-04-2022
CAR,14649.0,0.0,113.0,0.0,6859.0,0.0,7677.0,2.0,81294.0,4981772.0,Africa,8.0,24-04-2022
Grenada,14428.0,0.0,220.0,0.0,13945.0,0.0,263.0,4.0,148567.0,113467.0,North America,329.8692,24-04-2022
Solomon Islands,14182.0,1745.0,140.0,1.0,12763.0,1569.0,1279.0,2.0,5117.0,717366.0,Australia/Oceania,24.9571,24-04-2022
Bermuda,13143.0,0.0,131.0,0.0,12719.0,0.0,293.0,0.0,866313.0,61861.0,North America,1147.0185,24-04-2022
Dominica,12011.0,0.0,63.0,0.0,11926.0,0.0,22.0,0.0,187690.0,72310.0,North America,96.3302,24-04-2022
Gambia,11995.0,0.0,365.0,0.0,11591.0,0.0,39.0,0.0,155686.0,2539515.0,Africa,239.3565,24-04-2022
Greenland,11971.0,0.0,21.0,0.0,2761.0,0.0,9189.0,4.0,164926.0,56948.0,North America,0.0263,24-04-2022
Yemen,11818.0,0.0,2149.0,1.0,9009.0,8.0,660.0,23.0,265253.0,31014835.0,Asia,59.009,24-04-2022
Monaco,11605.0,1.0,54.0,0.0,11396.0,34.0,155.0,4.0,54960.0,39746.0,Europe,19891.5,24-04-2022
Saint Martin,10279.0,0.0,63.0,0.0,1399.0,0.0,8817.0,7.0,112382.0,39860.0,North America,749.6226,24-04-2022
Sint Maarten,10002.0,12.0,86.0,0.0,9850.0,9.0,66.0,10.0,62056.0,43757.0,North America,1293.1176,24-04-2022
Eritrea,9733.0,0.0,103.0,0.0,9629.0,0.0,1.0,0.0,23693.0,3635280.0,Africa,31.1415,24-04-2022
Tonga,9697.0,144.0,11.0,0.0,8306.0,0.0,1380.0,0.0,408213.0,107864.0,Australia/Oceania,144.2423,24-04-2022
Caribbean Netherlands,9592.0,0.0,34.0,0.0,9392.0,0.0,166.0,0.0,30126.0,26664.0,North America,80.0,24-04-2022
Niger,8914.0,0.0,309.0,0.0,8508.0,1.0,97.0,1.0,249235.0,25791706.0,Africa,20.5869,24-04-2022
Guinea-Bissau,8185.0,0.0,171.0,0.0,7515.0,0.0,499.0,6.0,132611.0,2052178.0,Africa,57.1174,24-04-2022
Comoros,8100.0,0.0,160.0,0.0,7933.0,0.0,7.0,0.0,664333.0,903127.0,Africa,487.3357,24-04-2022
Sierra Leone,7681.0,0.0,125.0,0.0,46402.0,0.0,0.0,0.0,259958.0,8270591.0,Africa,115.7853,24-04-2022
Antigua and Barbuda,7571.0,0.0,135.0,0.0,7402.0,0.0,34.0,1.0,18901.0,99397.0,North America,225.1335,24-04-2022
Liberia,7432.0,0.0,294.0,0.0,5747.0,0.0,1391.0,2.0,139824.0,5272811.0,Africa,47.6355,24-04-2022
Chad,7396.0,0.0,193.0,0.0,4874.0,0.0,2329.0,0.0,191341.0,17278693.0,Africa,13.562,24-04-2022
Samoa,7185.0,0.0,13.0,0.0,1605.0,0.0,5567.0,3.0,53893.0,200801.0,Australia/Oceania,71.1608,24-04-2022
Vanuatu,6855.0,66.0,12.0,0.0,6384.0,393.0,459.0,2.0,24976.0,320134.0,Australia/Oceania,26.4035,24-04-2022
St. Vincent Grenadines,6779.0,0.0,106.0,0.0,6641.0,0.0,32.0,0.0,98860.0,111578.0,North America,284.0,24-04-2022
British Virgin Islands,6296.0,0.0,62.0,0.0,22736.0,0.0,0.0,1.0,102862.0,30595.0,North America,202.6225,24-04-2022
Sao Tome and Principe,5953.0,0.0,73.0,0.0,5875.0,0.0,5.0,0.0,29036.0,226526.0,Africa,236.1815,24-04-2022
Turks and Caicos,5941.0,0.0,36.0,0.0,5862.0,0.0,43.0,4.0,478593.0,39665.0,North America,41.0,24-04-2022
Saint Kitts and Nevis,5561.0,0.0,43.0,0.0,5517.0,0.0,1.0,0.0,65141.0,53880.0,North America,206.4023,24-04-2022
Cook Islands,4727.0,0.0,0.0,0.0,3990.0,0.0,737.0,0.0,15740.0,17593.0,Australia/Oceania,74.4534,24-04-2022
St. Barth,4432.0,0.0,6.0,0.0,22736.0,0.0,0.0,0.0,78646.0,9932.0,North America,470.0,24-04-2022
Palau,4396.0,0.0,6.0,0.0,3879.0,0.0,511.0,1.0,45500.0,18250.0,Australia/Oceania,39.7233,24-04-2022
