,"Country, Other",Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/1M pop,Deaths/1M pop,Total Tests,Tests/1M pop,Population
98,Zambia,"318,984",+124,"3,974",+1,"314,075",+209,935,,"16,518",206,"3,408,441","176,500","19,311,313"
99,North Macedonia,"308,964",+86,"9,266",+1,"298,916",+105,782,,"148,311","4,448","2,003,269","961,621","2,083,220"
100,Botswana,"305,859",,"2,688",,"303,026",,145,1,"125,497","1,103","2,026,898","831,658","2,437,178"
101,Albania,"274,685",+79,"3,496",,"270,789",,400,2,"95,638","1,217","1,795,792","625,247","2,872,134"
102,Algeria,"265,754",+8,"6,874",,"178,341",+4,"80,539",6,"5,869",152,"230,861","5,099","45,277,859"
103,Nigeria,"255,679",+9,"3,143",,"249,886",+12,"2,650",11,"1,187",15,"5,036,813","23,390","215,343,385"
104,Zimbabwe,"247,383",+47,"5,467",+1,"241,170",+10,746,12,"16,219",358,"2,234,565","146,502","15,252,838"
105,Uzbekistan,"238,391",+34,"1,637",,"236,397",+45,357,23,"6,941",48,"1,377,915","40,122","34,343,347"
106,Montenegro,"234,472",+67,"2,711",+1,"231,146",+70,615,6,"373,239","4,315","2,442,943","3,888,742","628,209"
107,Luxembourg,"233,137","+1,468","1,056",,"220,258","+1,507","11,823",1,"361,829","1,639","4,211,394","6,536,082","644,330"
108,Mozambique,"225,351",+6,"2,201",,"223,088",,62,13,"6,864",67,"1,308,458","39,852","32,832,686"
109,Laos,"203,518",+976,730,,"7,660",,"195,128",,"27,260",98,"1,232,128","165,036","7,465,821"
110,Kyrgyzstan,"200,983",+1,"2,991",,"196,360",+9,"1,632",131,"29,916",445,"1,907,195","283,886","6,718,162"
111,Iceland,"183,974",,112,,"75,685",,"108,177",1,"532,895",324,"1,953,616","5,658,801","345,235"
112,Maldives,"178,883",,298,,"163,687",,"14,898",25,"320,752",534,"2,213,831","3,969,580","557,699"
113,Afghanistan,"178,613",+58,"7,680",+1,"161,683",+18,"9,250","1,124","4,409",190,"938,557","23,170","40,507,809"
114,Uganda,"164,069",,"3,596",,"100,205",,"60,268",2,"3,394",74,"2,612,795","54,047","48,342,573"
115,El Salvador,"162,089",,"4,127",+1,"150,662",,"7,300",8,"24,765",631,"1,950,448","297,997","6,545,195"
116,Ghana,"161,124",+7,"1,445",,"159,655",+11,24,1,"4,997",45,"2,433,244","75,469","32,241,551"
117,Namibia,"158,112",,"4,022",,"153,662",,428,,"60,260","1,533","997,168","380,044","2,623,820"
118,Martinique,"147,519",,918,,104,,"146,497",8,"393,656","2,450","828,928","2,212,002","374,741"
119,Trinidad and Tobago,"143,465",+546,"3,808",+1,"133,138",+584,"6,519",18,"101,918","2,705","693,892","492,941","1,407,656"
120,Brunei,"140,723",+181,218,,"139,409",+112,"1,096",,"316,211",490,"717,784","1,612,893","445,029"
121,Guadeloupe,"140,130",,854,,"2,250",,"137,026",19,"350,109","2,134","938,039","2,343,650","400,247"
122,Cambodia,"136,146",+29,"3,056",,"132,851",+26,239,,"7,945",178,"2,946,965","171,976","17,135,956"
123,Rwanda,"129,760",+2,"1,458",,"45,522",,"82,780",,"9,590",108,"5,218,611","385,690","13,530,598"
124,Jamaica,"129,373",+26,"2,937",+1,"82,795",+18,"43,641",,"43,349",984,"975,768","326,949","2,984,463"
125,Cameroon,"119,780",,"1,927",,"117,791",,62,13,"4,319",69,"1,751,774","63,158","27,736,213"
126,Angola,"99,194",,"1,900",,"97,149",,145,,"2,858",55,"1,499,795","43,212","34,707,535"
127,Malta,"89,919",+312,684,+5,"82,969",+681,"6,266",4,"202,675","1,542","1,866,549","4,207,142","443,662"
128,DRC,"87,023",,"1,337",,"50,930",,"34,756",,921,14,"846,704","8,963","94,465,331"
129,Senegal,"85,978",+3,"1,965",,"83,995",+6,18,1,"4,902",112,"1,061,888","60,545","17,538,735"
130,Malawi,"85,741",+6,"2,633",+1,"81,934",+4,"1,174",67,"4,283",132,"570,669","28,504","20,020,400"
131,Ivory Coast,"81,875",+5,799,,"81,054",+7,22,,"2,971",29,"1,492,363","54,159","27,554,965"
132,French Guiana,"80,422",+387,394,,"11,254",,"68,774",1,"257,246","1,260","622,646","1,991,658","312,627"
133,Suriname,"79,302",,"1,327",,"49,396",,"28,579",,"133,033","2,226","235,824","395,607","596,106"
134,Channel Islands,"73,523",+94,166,,"71,955",+90,"1,402",,"415,969",939,"1,252,808","7,087,983","176,751"
135,French Polynesia,"72,621",,648,,N/A,N/A,N/A,7,"255,856","2,283",,,"283,835"
136,Eswatini,"70,190",+46,"1,395",,"68,706",+22,89,11,"59,392","1,180","1,011,587","855,961","1,181,814"
137,Barbados,"66,317",+547,386,,"62,507",+163,"3,424",,"230,260","1,340","637,232","2,212,542","288,009"
138,Fiji,"64,524",,862,,"62,677",,985,,"71,050",949,"506,642","557,882","908,153"
139,Madagascar,"64,121",,"1,391",,"59,370",,"3,360",14,"2,213",48,"418,849","14,456","28,973,361"
140,Guyana,"63,399",+10,"1,228",,"62,081",+5,90,1,"79,909","1,548","587,994","741,113","793,393"
141,Sudan,"62,084",+5,"4,929",,N/A,N/A,N/A,,"1,359",108,"562,941","12,320","45,693,675"
142,New Caledonia,"60,457",,312,,"60,064",,81,9,"208,153","1,074","98,964","340,732","290,445"
143,Mauritania,"58,683",,982,,"57,693",,8,,"12,050",202,"797,799","163,826","4,869,809"
144,Belize,"57,406",+12,676,,"56,528",+6,202,6,"139,798","1,646","534,109","1,300,690","410,635"
145,Bhutan,"56,301",+685,19,,"50,413","+1,376","5,869",9,"71,546",24,"2,270,580","2,885,398","786,921"
146,Cabo Verde,"55,999",+1,401,,"55,537",+3,61,23,"98,786",707,"400,982","707,360","566,871"
147,Syria,"55,790",+5,"3,150",,"52,065",+14,575,,"3,054",172,"146,269","8,007","18,266,514"
148,Gabon,"47,594",,303,,"47,280",,11,,"20,512",131,"1,591,228","685,772","2,320,346"
149,Papua New Guinea,"43,732",+63,649,,"43,025",+52,58,7,"4,727",70,"249,149","26,928","9,252,402"
150,Taiwan,"43,241","+3,056",856,,"22,537",,"19,848",,"1,810",36,"13,964,112","584,408","23,894,472"
151,Seychelles,"42,079",+419,165,+1,"41,260",+585,654,,"423,143","1,659",,,"99,444"
152,Curaçao,"41,652",,271,,"40,800",,581,3,"251,974","1,639","494,095","2,989,026","165,303"
153,Andorra,"41,013",,153,,"40,343",,517,14,"529,282","1,974","249,838","3,224,215","77,488"
154,Burundi,"38,853",+41,38,,773,,"38,042",,"3,101",3,"345,742","27,596","12,528,619"
155,Mauritius,"37,636",+204,990,,"35,611",+93,"1,035",,"29,505",776,"358,675","281,188","1,275,572"
156,Mayotte,"37,038",,187,,"2,964",,"33,887",,"130,107",657,"176,919","621,481","284,673"
157,Togo,"36,973",+2,273,,"36,679",,21,,"4,285",32,"727,399","84,304","8,628,272"
158,Guinea,"36,459",,440,,"35,976",,43,8,"2,647",32,"660,107","47,923","13,774,441"
159,Faeroe Islands,"34,658",,28,,"7,693",,"26,937",5,"704,460",569,"778,000","15,813,651","49,198"
160,Aruba,"34,345",,212,,"34,038",,95,2,"319,242","1,971","177,885","1,653,468","107,583"
161,Tanzania,"33,864",,803,,N/A,N/A,N/A,7,539,13,,,"62,798,776"
162,Bahamas,"33,430",+9,789,,"32,297",+8,344,11,"83,572","1,972","229,817","574,520","400,016"
163,Lesotho,"32,910",,697,,"24,155",,"8,058",,"15,146",321,"431,221","198,458","2,172,858"
164,Mali,"30,700",+9,731,+1,"29,787",+15,182,,"1,441",34,"662,355","31,094","21,301,409"
165,Haiti,"30,615",,835,,"29,312",,468,,"2,627",72,"132,422","11,364","11,653,047"
166,Isle of Man,"28,416",,87,,"26,794",,"1,535",,"331,019","1,013","150,753","1,756,127","85,844"
167,Benin,"26,952",,163,,"25,506",,"1,283",5,"2,123",13,"604,310","47,601","12,695,189"
168,Somalia,"26,485",,"1,350",,"13,182",,"11,953",,"1,587",81,"400,466","23,992","16,691,888"
169,Congo,"24,079",,385,,"20,178",,"3,516",,"4,178",67,"347,815","60,356","5,762,761"
170,Saint Lucia,"23,161",,368,+1,"22,716",+8,77,1,"125,100","1,988","142,292","768,564","185,140"
171,Timor-Leste,"22,857",+3,130,,"22,714",+10,13,,"16,761",95,"260,621","191,114","1,363,692"
172,Cayman Islands,"21,755",+349,26,,"8,553",,"13,176",1,"324,155",387,"222,773","3,319,372","67,113"
173,Burkina Faso,"20,853",,382,,"20,439",,32,,951,17,"248,995","11,351","21,935,714"
174,Nicaragua,"18,491",,225,,"4,225",,"14,041",,"2,733",33,,,"6,766,602"
175,Gibraltar,"17,706",+212,101,,"16,579",,"1,026",,"525,822","2,999","534,283","15,866,807","33,673"
176,South Sudan,"17,420",,138,,"13,514",,"3,768",1,"1,524",12,"375,617","32,862","11,430,250"
177,Tajikistan,"17,388",,124,,"17,264",,0,,"1,752",12,,,"9,923,585"
178,Liechtenstein,"17,049",+22,84,,"16,724",+22,241,3,"444,853","2,192","102,174","2,665,988","38,325"
179,San Marino,"16,140",+64,114,,"15,662",+47,364,4,"473,870","3,347","149,271","4,382,590","34,060"
180,Equatorial Guinea,"15,907",,183,,"15,698",,26,5,"10,705",123,"310,972","209,269","1,485,993"
181,Djibouti,"15,611",+13,189,,"15,411",+7,11,,"15,397",186,"303,924","299,760","1,013,892"
182,CAR,"14,649",,113,,"6,859",,"7,677",2,"2,941",23,"81,294","16,321","4,981,083"
183,Grenada,"14,332",+45,220,+1,"13,872",+22,240,4,"126,314","1,939","147,982","1,304,231","113,463"
184,Bermuda,"13,143",,131,,"12,719",,293,,"212,453","2,118","866,313","14,003,734","61,863"
185,Solomon Islands,"12,437",,139,,"11,194",,"1,104",2,"17,340",194,"5,117","7,134","717,228"
186,Dominica,"12,011",+23,63,,"11,926",+23,22,,"166,109",871,"187,690","2,595,702","72,308"
187,Gambia,"11,995",,365,,"11,591",,39,,"4,724",144,"155,686","61,319","2,538,957"
188,Greenland,"11,971",,21,,"2,761",,"9,189",4,"210,209",369,"164,926","2,896,081","56,948"
189,Yemen,"11,818",,"2,148",,"9,001",,669,23,381,69,"265,253","8,554","31,009,438"
190,Monaco,"11,545",+25,54,,"11,279",+13,212,4,"290,491","1,359","54,960","1,382,885","39,743"
191,Saint Martin,"10,279",,63,,"1,399",,"8,817",7,"257,916","1,581","112,382","2,819,842","39,854"
192,Sint Maarten,"9,981",+48,86,,"9,836",+15,59,10,"228,122","1,966","62,056","1,418,326","43,753"
193,Eritrea,"9,733",,103,,"9,629",,1,,"2,678",28,"23,693","6,518","3,634,877"
194,Caribbean Netherlands,"9,577",+3,34,,"9,383",+4,160,,"359,200","1,275","30,126","1,129,923","26,662"
195,Tonga,"9,468",+121,11,,"7,945",+205,"1,512",,"87,785",102,"393,231","3,645,957","107,854"
196,Niger,"8,908",+5,309,+1,"8,498",+1,101,1,345,12,"248,217","9,627","25,784,480"
197,Guinea-Bissau,"8,185",+1,171,,"7,476",,538,6,"3,989",83,"132,611","64,632","2,051,795"
198,Comoros,"8,100",,160,,"7,933",,7,,"8,970",177,,,"902,975"
199,Sierra Leone,"7,681",,125,,N/A,N/A,N/A,,929,15,"259,958","31,437","8,269,259"
200,Antigua and Barbuda,"7,567",,135,,"7,387",,45,1,"76,134","1,358","18,901","190,170","99,390"
201,Liberia,"7,432",,294,,"5,747",,"1,391",2,"1,410",56,"139,824","26,523","5,271,834"
202,Chad,"7,396",,193,,"4,874",,"2,329",,428,11,"191,341","11,076","17,274,814"
203,Samoa,"6,794",,13,,"1,605",,"5,176",4,"33,836",65,"51,546","256,716","200,790"
204,St. Vincent Grenadines,"6,769",+4,106,,"6,641",,22,,"60,668",950,"98,805","885,548","111,575"
205,Vanuatu,"6,494",+36,7,,"5,638",,849,,"20,289",22,"24,976","78,032","320,075"
206,British Virgin Islands,"6,162",,62,,N/A,N/A,N/A,1,"201,412","2,027","102,294","3,343,597","30,594"
207,Sao Tome and Principe,"5,953",,73,,"5,875",,5,,"26,283",322,"29,036","128,199","226,492"
208,Turks and Caicos,"5,941",,36,,"5,862",,43,4,"149,795",908,"478,593","12,067,094","39,661"
209,Saint Kitts and Nevis,"5,561",,43,,"5,517",+5,1,,"103,217",798,"65,141","1,209,069","53,877"
210,Cook Islands,"4,490",+86,,,"3,916",+119,574,,"255,215",,"15,494","880,691","17,593"
211,St. Barth,"4,432",,6,,N/A,N/A,N/A,,"446,279",604,"78,646","7,919,243","9,931"
212,Palau,"4,279",,6,,"3,837",,436,,"234,479",329,"44,460","2,436,298","18,249"
213,Kiribati,"3,076",,13,,"2,597",,466,3,"25,059",106,,,"122,752"
214,Anguilla,"2,731",,9,,"2,716",,6,4,"179,152",590,"51,382","3,370,638","15,244"
215,Saint Pierre Miquelon,"2,537",,1,,"2,449",,87,1,"441,755",174,"22,941","3,994,602","5,743"
216,Diamond Princess,712,,13,,699,,0,,,,,,
217,Wallis and Futuna,454,,7,,438,,9,,"41,713",643,"20,508","1,884,234","10,884"
218,Montserrat,177,,2,,174,,1,,"35,421",400,"9,587","1,918,551","4,997"
219,Falkland Islands,128,,,,N/A,N/A,N/A,,"34,954",,"8,632","2,357,182","3,662"
220,Macao,82,,,,82,,0,,123,,"5,375","8,079","665,287"
221,Vatican City,29,,,,29,,0,,"36,025",,,,805
222,Marshall Islands,15,,,,7,,8,,250,,,,"59,910"
223,Western Sahara,10,,1,,9,,0,,16,2,,,"623,795"
224,MS Zaandam,9,,2,,7,,0,,,,,,
225,Niue,8,+1,,,7,,1,,"4,860",,,,"1,646"
226,Nauru,3,,,,3,,0,,274,,,,"10,947"
227,Saint Helena,2,,,,2,,0,,327,,,,"6,110"
228,Micronesia,1,,,,1,,0,,9,,,,"117,196"
229,Total:,"507,828,679","+854,280","6,237,649","+3,513","460,009,625","+1,017,074","41,581,405","41,814","65,149.7",800.2,,,
