,"Country, Other",Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/1M pop,Deaths/1M pop,Total Tests,Tests/1M pop,Population
109,Laos,"202,542","+1,082",730,+3,"7,660",,"194,152",,"27,130",98,"1,232,128","165,042","7,465,532"
110,Kyrgyzstan,"200,982",,"2,991",,"196,351",+10,"1,640",131,"29,918",445,"1,907,195","283,899","6,717,867"
111,Iceland,"183,974",,112,,"75,685",,"108,177",1,"532,904",324,"1,953,616","5,658,899","345,229"
112,Maldives,"178,883",,298,,"163,687",,"14,898",25,"320,767",534,"2,213,831","3,969,765","557,673"
113,Afghanistan,"178,555",+40,"7,679",,"161,665",+60,"9,211","1,124","4,408",190,"937,846","23,154","40,505,408"
114,Uganda,"164,069",+11,"3,596",,"100,205",,"60,268",2,"3,394",74,"2,612,795","54,052","48,338,607"
115,El Salvador,"162,089",,"4,126",,"150,662",,"7,301",8,"24,765",630,"1,950,448","298,001","6,545,106"
116,Ghana,"161,117",+3,"1,445",,"159,644",+4,28,1,"4,997",45,"2,432,646","75,455","32,239,775"
117,Namibia,"158,112",,"4,022",,"153,662",,428,,"60,263","1,533","997,168","380,062","2,623,695"
118,Martinique,"147,519",,918,,104,,"146,497",8,"393,656","2,450","828,928","2,212,002","374,741"
119,Trinidad and Tobago,"142,919",+405,"3,807",+1,"132,554",,"6,558",18,"101,531","2,705","690,185","490,312","1,407,644"
120,Brunei,"140,542",+178,218,,"139,297",+110,"1,027",,"315,812",490,"717,784","1,612,933","445,018"
121,Guadeloupe,"140,130",,854,,"2,250",,"137,026",19,"350,109","2,134","938,039","2,343,650","400,247"
122,Cambodia,"136,117",+27,"3,056",+1,"132,825",+24,236,,"7,944",178,"2,946,019","171,927","17,135,324"
123,Rwanda,"129,758",,"1,458",,"45,522",,"82,778",,"9,591",108,"5,206,385","384,811","13,529,719"
124,Jamaica,"129,347",+35,"2,936",+4,"82,777",+84,"43,634",,"43,341",984,"973,527","326,202","2,984,428"
125,Cameroon,"119,780",,"1,927",,"117,791",,62,13,"4,319",69,"1,751,774","63,162","27,734,402"
126,Angola,"99,194",,"1,900",,"97,149",,145,,"2,858",55,"1,499,795","43,216","34,704,728"
127,Malta,"89,607",+297,679,+2,"82,288",+785,"6,640",4,"201,973","1,530","1,864,230","4,201,943","443,659"
128,DRC,"87,023",,"1,337",,"50,930",,"34,756",,921,14,"846,704","8,964","94,457,858"
129,Senegal,"85,975",+3,"1,965",,"83,989",+3,21,1,"4,902",112,"1,061,052","60,502","17,537,525"
130,Malawi,"85,735",+6,"2,632",,"81,930",+15,"1,173",67,"4,283",131,"570,098","28,478","20,019,045"
131,Ivory Coast,"81,870",+9,799,+2,"81,047",+21,24,,"2,971",29,"1,491,434","54,129","27,553,175"
132,French Guiana,"80,035",,394,,"11,254",,"68,387",2,"256,025","1,260","618,263","1,977,771","312,606"
133,Suriname,"79,302",,"1,327",,"49,396",,"28,579",,"133,037","2,226","235,824","395,617","596,091"
134,Channel Islands,"73,429",+125,166,+1,"71,865",+160,"1,398",,"415,447",939,"1,252,808","7,088,143","176,747"
135,French Polynesia,"72,621",,648,,N/A,N/A,N/A,7,"255,861","2,283",,,"283,830"
136,Eswatini,"70,144",+37,"1,395",,"68,684",+2,65,11,"59,354","1,180","1,011,152","855,616","1,181,782"
137,Barbados,"65,770",+674,386,,"62,344",+550,"3,040",,"228,362","1,340","635,587","2,206,838","288,008"
138,Fiji,"64,524",+2,862,,"62,677",+5,985,,"71,051",949,"506,642","557,892","908,136"
139,Madagascar,"64,121",,"1,391",,"59,370",,"3,360",14,"2,213",48,"418,849","14,457","28,971,410"
140,Guyana,"63,389",+9,"1,228",,"62,076",+22,85,1,"79,897","1,548","586,801","739,619","793,383"
141,Sudan,"62,079",,"4,929",,N/A,N/A,N/A,,"1,359",108,"562,941","12,321","45,690,870"
142,New Caledonia,"60,457",,312,,"60,064",,81,9,"208,159","1,074","98,964","340,742","290,437"
143,Mauritania,"58,683",,982,,"57,693",,8,,"12,051",202,"797,224","163,719","4,869,474"
144,Belize,"57,394",+9,676,,"56,522",+4,196,6,"139,776","1,646","533,150","1,298,418","410,615"
145,Cabo Verde,"55,998",+5,401,,"55,534",+8,63,23,"98,787",707,"400,982","707,381","566,854"
146,Syria,"55,785",+3,"3,150",,"52,051",+15,584,,"3,054",172,"146,269","8,008","18,265,349"
147,Bhutan,"55,616","+1,034",19,,"49,037","+1,867","6,560",9,"70,678",24,"2,264,711","2,878,024","786,898"
148,Gabon,"47,594",,303,,"47,280",,11,,"20,513",131,"1,591,228","685,814","2,320,202"
149,Papua New Guinea,"43,669",+6,649,,"42,973",+19,47,7,"4,720",70,"249,149","26,929","9,251,938"
150,Seychelles,"41,660",,164,,"40,675",,821,,"418,933","1,649",,,"99,443"
151,Curaçao,"41,652",,271,,"40,800",,581,3,"251,977","1,639","494,095","2,989,062","165,301"
152,Andorra,"41,013",+304,153,,"40,343",+344,517,14,"529,289","1,975","249,838","3,224,257","77,487"
153,Taiwan,"40,185","+2,480",856,,"22,537",+237,"16,792",,"1,682",36,"13,964,112","584,411","23,894,355"
154,Burundi,"38,812",+11,38,,773,,"38,001",,"3,098",3,"345,742","27,598","12,527,647"
155,Mauritius,"37,432",+19,990,,"35,518",+101,924,,"29,345",776,"358,675","281,189","1,275,566"
156,Mayotte,"37,038",,187,,"2,964",,"33,887",,"130,115",657,"176,919","621,521","284,655"
157,Togo,"36,971",+2,273,,"36,679",,19,,"4,285",32,"727,015","84,265","8,627,740"
158,Guinea,"36,459",,440,,"35,976",,43,8,"2,647",32,"660,107","47,926","13,773,464"
159,Faeroe Islands,"34,658",,28,,"7,693",,"26,937",5,"704,474",569,"778,000","15,813,972","49,197"
160,Aruba,"34,345",,212,,"34,038",,95,2,"319,245","1,971","177,885","1,653,483","107,582"
161,Tanzania,"33,864",,803,,N/A,N/A,N/A,7,539,13,,,"62,794,108"
162,Bahamas,"33,421",+10,789,,"32,289",+18,343,11,"83,551","1,972","229,817","574,534","400,006"
163,Lesotho,"32,910",,697,,"24,155",,"8,058",,"15,146",321,"431,221","198,462","2,172,812"
164,Mali,"30,691",+13,730,,"29,772",+6,189,,"1,441",34,"661,850","31,073","21,299,809"
165,Haiti,"30,615",,835,,"29,312",,468,,"2,627",72,"132,422","11,364","11,652,668"
166,Isle of Man,"28,416",,87,,"26,794",,"1,535",,"331,023","1,013","150,753","1,756,148","85,843"
167,Benin,"26,952",,163,,"25,506",,"1,283",5,"2,123",13,"604,310","47,605","12,694,318"
168,Somalia,"26,485",,"1,350",,"13,182",,"11,953",,"1,587",81,"400,466","23,993","16,690,672"
169,Congo,"24,079",,385,,"20,178",,"3,516",,"4,179",67,"347,815","60,360","5,762,389"
170,Saint Lucia,"23,161",+50,367,,"22,708",+39,86,1,"125,102","1,982","142,170","767,918","185,137"
171,Timor-Leste,"22,854",+1,130,,"22,704",,20,,"16,760",95,"260,621","191,124","1,363,623"
172,Cayman Islands,"21,406",,26,,"8,553",,"12,827",1,"318,964",387,"222,773","3,319,471","67,111"
173,Burkina Faso,"20,853",,382,,"20,439",,32,,951,17,"248,995","11,352","21,934,142"
174,Nicaragua,"18,491",,225,,"4,225",,"14,041",,"2,733",33,,,"6,766,386"
175,Gibraltar,"17,494",,101,,"16,579",,814,,"519,526","2,999","534,283","15,866,807","33,673"
176,South Sudan,"17,420",+10,138,,"13,514",,"3,768",1,"1,524",12,"375,617","32,863","11,429,891"
177,Tajikistan,"17,388",,124,,"17,264",,0,,"1,752",12,,,"9,922,998"
178,Liechtenstein,"17,027",+22,84,,"16,702",+21,241,3,"444,279","2,192","102,174","2,665,988","38,325"
179,San Marino,"16,076",+95,114,,"15,615",+118,347,4,"472,004","3,347","149,271","4,382,718","34,059"
180,Equatorial Guinea,"15,907",,183,,"15,698",,26,5,"10,706",123,"310,972","209,287","1,485,866"
181,Djibouti,"15,598",,189,,"15,404",,5,,"15,385",186,"302,030","297,903","1,013,853"
182,CAR,"14,649",,113,,"6,859",,"7,677",2,"2,941",23,"81,294","16,321","4,980,853"
183,Grenada,"14,287",+122,219,,"13,850",+35,218,4,"125,920","1,930","147,590","1,300,799","113,461"
184,Bermuda,"13,143",+242,131,,"12,719",+156,293,,"212,450","2,118","866,313","14,003,508","61,864"
185,Solomon Islands,"12,437",,139,,"11,194",,"1,104",2,"17,341",194,"5,117","7,135","717,182"
186,Gambia,"11,995",+1,365,,"11,591",,39,,"4,725",144,"155,686","61,323","2,538,770"
187,Dominica,"11,988",,63,,"11,903",,22,,"165,791",871,"187,337","2,590,820","72,308"
188,Greenland,"11,971",,21,,"2,761",,"9,189",4,"210,213",369,"164,926","2,896,131","56,947"
189,Yemen,"11,818",,"2,148",,"9,001",,669,23,381,69,"265,253","8,554","31,007,639"
190,Monaco,"11,520",+40,54,,"11,266",+21,200,4,"289,862","1,359","54,960","1,382,885","39,743"
191,Saint Martin,"10,279",,63,,"1,399",,"8,817",7,"257,929","1,581","112,382","2,819,984","39,852"
192,Sint Maarten,"9,933",+13,86,,"9,821",+68,26,10,"227,030","1,966","62,056","1,418,358","43,752"
193,Eritrea,"9,733",,103,,"9,629",,1,,"2,678",28,"23,693","6,518","3,634,743"
194,Caribbean Netherlands,"9,574",+13,34,,"9,379",+24,161,,"359,088","1,275","30,126","1,129,923","26,662"
195,Tonga,"9,347",+241,11,,"7,740",+118,"1,596",,"86,666",102,"378,306","3,507,673","107,851"
196,Niger,"8,903",+10,308,,"8,497",+1,98,1,345,12,"248,217","9,628","25,782,071"
197,Guinea-Bissau,"8,184",+2,171,,"7,476",,537,6,"3,989",83,"132,469","64,566","2,051,668"
198,Comoros,"8,100",,160,,"7,933",,7,,"8,971",177,,,"902,924"
199,Sierra Leone,"7,681",,125,,N/A,N/A,N/A,,929,15,"259,958","31,438","8,268,815"
200,Antigua and Barbuda,"7,567",+28,135,,"7,387",+10,45,1,"76,136","1,358","18,901","190,174","99,388"
201,Liberia,"7,432",,294,,"5,747",,"1,391",2,"1,410",56,"139,824","26,524","5,271,509"
202,Chad,"7,396",,193,,"4,874",,"2,329",,428,11,"191,341","11,077","17,273,521"
203,Samoa,"6,794",+485,13,,"1,605",,"5,176",4,"33,837",65,"51,546","256,720","200,787"
204,St. Vincent Grenadines,"6,765",+14,106,,"6,641",,18,,"60,632",950,"98,753","885,090","111,574"
205,Vanuatu,"6,458",+41,7,,"5,638",+188,813,,"20,178",22,"24,976","78,037","320,055"
206,British Virgin Islands,"6,162",,62,,N/A,N/A,N/A,1,"201,419","2,027","102,294","3,343,706","30,593"
207,Sao Tome and Principe,"5,953",,73,,"5,875",,5,,"26,285",322,"29,036","128,205","226,481"
208,Turks and Caicos,"5,941",+5,36,,"5,862",,43,4,"149,798",908,"478,593","12,067,398","39,660"
209,Saint Kitts and Nevis,"5,561",,43,,"5,512",,6,,"103,219",798,"65,141","1,209,091","53,876"
210,St. Barth,"4,432",,6,,N/A,N/A,N/A,,"446,279",604,"78,646","7,919,243","9,931"
211,Cook Islands,"4,404",+203,,,"3,797",+99,607,,"250,327",,"15,405","875,632","17,593"
212,Palau,"4,279",+89,6,,"3,837",+34,436,,"234,479",329,"44,460","2,436,298","18,249"
213,Kiribati,"3,076",,13,,"2,597",,466,3,"25,060",106,,,"122,747"
214,Anguilla,"2,731",,9,,"2,716",,6,4,"179,152",590,"51,382","3,370,638","15,244"
215,Saint Pierre Miquelon,"2,537",,1,,"2,449",,87,1,"441,755",174,"22,941","3,994,602","5,743"
216,Diamond Princess,712,,13,,699,,0,,,,,,
217,Wallis and Futuna,454,,7,,438,,9,,"41,709",643,"20,508","1,884,061","10,885"
218,Montserrat,177,,2,,174,,1,,"35,421",400,"9,587","1,918,551","4,997"
219,Falkland Islands,128,,,,N/A,N/A,N/A,,"34,954",,"8,632","2,357,182","3,662"
220,Macao,82,,,,82,,0,,123,,"5,375","8,080","665,263"
221,Vatican City,29,,,,29,,0,,"36,025",,,,805
222,Marshall Islands,15,,,,7,,8,,250,,,,"59,909"
223,Western Sahara,10,,1,,9,,0,,16,2,,,"623,755"
224,MS Zaandam,9,,2,,7,,0,,,,,,
225,Niue,7,,,,7,,0,,"4,253",,,,"1,646"
226,Nauru,3,,,,3,,0,,274,,,,"10,947"
227,Saint Helena,2,,,,2,,0,,327,,,,"6,110"
228,Micronesia,1,,,,1,,0,,9,,,,"117,193"
229,Total:,"506,882,550","+918,218","6,232,833","+3,324","458,967,501","+1,041,435","41,682,216","41,786","65,028.3",799.6,,,
